time_in_ms;speedA;speedB;GPIO1;GPIO2;GPIO3;GPIO4
1754930146313;24;50;1;0;0;1
1754930146563;38;50;1;0;0;1
1754930146813;50;50;1;0;0;1
1754930147063;50;50;0;0;0;0
1754930147313;50;50;1;0;0;1
1754930147563;50;50;1;0;0;1
1754930147813;50;50;0;0;0;0
1754930148063;50;50;1;0;0;1
1754930148313;50;50;1;0;0;1
1754930148563;50;50;1;0;0;1
1754930148813;50;50;0;0;0;0
1754930149063;50;50;0;0;0;0
1754930149313;50;50;0;0;0;0
1754930149563;50;50;0;0;0;0
1754930149813;50;50;0;0;0;0
1754930150063;50;50;0;0;0;0
1754930150313;50;50;0;0;0;0
1754930150563;50;50;0;0;0;0
1754930150813;50;50;0;0;0;0
1754930151063;50;50;0;0;0;0
1754930151313;50;50;0;0;0;0
1754930151563;50;50;0;0;0;0
1754930151813;50;50;0;0;0;0
1754930152063;50;50;0;0;0;0
1754930152313;50;50;0;0;0;0
1754930152563;50;50;0;0;0;0
1754930152813;50;50;0;0;0;0
1754930153063;50;50;0;0;0;0
1754930153313;50;50;0;0;0;0
1754930153563;50;50;0;0;0;0
1754930153813;50;50;0;0;0;0
1754930154063;50;50;0;0;0;0
1754930154313;50;50;0;0;0;0
1754930154563;50;50;0;0;0;0
1754930154813;50;50;0;0;0;0
1754930155063;50;50;0;0;0;0
1754930155313;50;50;0;0;0;0
1754930155563;50;50;0;0;0;0
1754930155813;50;50;0;0;0;0
1754930156063;50;50;0;0;0;0
1754930156313;50;50;0;0;0;0
1754930156563;50;50;0;0;0;0
1754930156813;50;50;0;0;0;0
1754930157063;50;50;0;0;0;0
1754930157313;50;50;0;0;0;0
1754930157563;50;50;0;0;0;0
1754930157813;50;50;0;0;0;0
1754930158063;50;50;0;0;0;0
1754930158313;50;50;0;0;0;0
1754930158563;50;50;0;0;0;0
1754930158813;50;50;0;0;0;0
1754930159063;50;50;0;0;0;0
1754930159313;50;50;0;0;0;0
1754930159563;50;50;0;0;0;0
1754930159813;50;50;0;0;0;0
1754930160063;50;50;0;0;0;0
1754930160313;50;50;0;0;0;0
1754930160563;50;50;0;0;0;0
1754930160813;50;50;0;0;0;0
1754930161063;50;50;0;0;0;0
1754930161313;50;50;0;0;0;0
1754930161563;50;50;0;0;0;0
1754930161813;50;50;0;0;0;0
1754930162063;50;50;0;0;0;0
1754930162313;50;50;0;0;0;0
1754930162563;50;50;0;0;0;0
1754930162813;50;50;0;0;0;0
1754930163063;50;50;0;0;0;0
1754930163313;50;50;0;0;0;0
1754930163563;50;50;0;0;0;0
1754930163813;50;50;0;0;0;0
1754930164063;50;50;0;0;0;0
1754930164313;50;50;0;0;0;0
1754930164563;50;50;0;0;0;0
1754930164813;50;50;0;0;0;0
1754930165063;50;50;0;0;0;0
1754930165313;50;50;0;0;0;0
1754930165563;50;50;0;0;0;0
1754930165813;50;50;0;0;0;0
1754930166063;50;50;0;0;0;0
1754930166313;50;50;0;0;0;0
1754930166563;50;50;0;0;0;0
1754930166813;50;50;0;0;0;0
1754930167063;50;50;0;0;0;0
1754930167313;50;50;0;0;0;0
1754930167563;50;50;0;0;0;0
1754930167813;50;50;0;0;0;0
1754930168063;50;50;0;0;0;0
1754930168313;50;50;0;0;0;0
1754930168563;50;50;0;0;0;0
1754930168813;50;50;0;0;0;0
1754930169063;50;50;0;0;0;0
1754930169313;50;50;0;0;0;0
1754930169563;50;50;0;0;0;0
1754930169813;50;50;0;0;0;0
1754930170063;50;50;0;0;0;0
1754930170313;50;50;0;0;0;0
1754930170563;50;50;0;0;0;0
1754930170813;50;50;0;0;0;0
1754930171063;50;50;0;0;0;0
1754930171313;50;50;0;0;0;0
1754930171563;50;50;0;0;0;0
1754930171813;50;50;0;0;0;0
1754930172063;50;50;0;0;0;0
1754930172313;50;50;0;0;0;0
1754930172563;50;50;0;0;0;0
1754930172813;50;50;0;0;0;0
1754930173063;50;50;0;0;0;0
1754930173313;50;50;0;0;0;0
1754930173563;50;50;0;0;0;0
1754930173813;50;50;0;0;0;0
1754930174063;50;50;0;0;0;0
1754930174313;50;50;0;0;0;0
1754930174563;50;50;0;0;0;0
1754930174813;50;50;0;0;0;0
1754930175063;50;50;0;0;0;0
1754930175313;50;50;0;0;0;0
1754930175563;50;50;0;0;0;0
1754930175813;50;50;0;0;0;0
1754930176063;50;50;0;0;0;0
1754930176313;50;50;0;0;0;0
1754930176563;50;50;0;0;0;0
1754930176813;50;50;0;1;1;0
1754930177063;50;50;0;1;1;0
1754930177313;50;50;0;1;1;0
1754930177563;50;50;0;1;1;0
1754930177813;50;50;0;1;1;0
1754930178063;46;50;0;0;0;0
1754930178313;39;50;0;0;0;0
1754930178563;31;50;0;0;0;0
1754930178813;24;50;0;0;0;0
1754930179063;16;50;0;0;0;0
1754930179313;9;50;0;0;0;0
1754930179563;1;50;0;0;0;0
1754930179813;0;50;0;0;0;0
1754930180063;0;50;1;0;0;1
1754930180313;0;50;1;0;0;1
1754930180563;43;50;0;0;0;0
1754930180813;50;50;1;0;0;1
1754930181063;50;50;1;0;0;1
1754930181313;15;50;0;0;0;0
1754930181563;0;50;0;0;0;0
1754930181813;0;50;1;0;0;1
1754930182063;0;50;1;0;0;1
1754930182313;0;50;1;0;0;1
1754930182563;0;50;1;0;0;1
1754930182813;0;50;1;0;0;1
1754930183063;0;50;1;0;0;1
1754930183313;0;50;1;0;0;1
1754930183563;0;50;1;0;0;1
1754930183813;0;50;1;0;0;1
1754930184063;0;50;1;0;0;1
1754930184313;0;50;1;0;0;1
1754930184563;24;50;0;0;0;0
1754930184813;50;50;1;0;0;1
1754930185063;50;50;1;0;0;1
1754930185313;50;50;1;0;0;1
1754930185563;50;50;0;0;0;0
1754930185813;50;50;0;0;0;0
1754930186063;50;50;1;0;0;1
1754930186313;50;50;1;0;0;1
1754930186563;36;50;0;0;0;0
1754930186813;1;50;0;0;0;0
1754930187063;0;50;0;0;0;0
1754930187313;1;50;1;0;0;1
1754930187563;11;50;1;0;0;1
1754930187813;22;50;1;0;0;1
1754930188063;32;50;1;0;0;1
1754930188313;43;50;1;0;0;1
1754930188563;50;50;1;0;0;1
1754930188813;50;50;1;0;0;1
1754930189063;50;50;0;0;0;0
1754930189313;15;50;0;0;0;0
1754930189563;0;50;1;0;0;1
1754930189813;0;50;1;0;0;1
1754930190063;0;50;1;0;0;1
1754930190313;0;50;1;0;0;1
1754930190563;0;50;1;0;0;1
1754930190813;0;50;1;0;0;1
1754930191063;0;50;0;0;0;0
1754930191313;0;50;0;0;0;0
1754930191563;0;50;1;0;0;1
1754930191813;0;50;1;0;0;1
1754930192063;50;50;0;0;0;0
1754930192313;50;50;1;0;0;1
1754930192563;50;50;1;0;0;1
