start_time;end_time;duration_ms;direction_class;speedA;speedB;GPIO1;GPIO2;GPIO3;GPIO4
1751442882406;1751442882844;438;stop;50;50;0;0;0;0
1751442882844;1751442883638;794;forward;50;50;1;0;0;1
1751442883638;1751442884132;494;stop;50;50;0;0;0;0
1751442884132;1751442884263;131;forward;50;50;1;0;0;1
1751442884263;1751442884465;202;stop;50;50;0;0;0;0
1751442884465;1751442884726;261;stop;0;50;0;0;0;0
1751442884726;1751442886984;2258;light_left;0;50;1;0;0;1
1751442886984;1751442887092;108;forward;50;50;1;0;0;1
1751442887092;1751442887929;837;stop;50;50;0;0;0;0
1751442887929;1751442888106;177;stop;50;0;0;0;0;0
1751442888106;1751442888521;415;light_right;50;0;1;0;0;1
1751442888521;1751442888636;115;forward;50;50;1;0;0;1
1751442888636;1751442889203;567;stop;50;50;0;0;0;0
1751442889203;1751442889623;420;stop;0;50;0;0;0;0
1751442889623;1751442889855;232;light_left;0;50;1;0;0;1
1751442889855;1751442890075;220;stop;0;50;0;0;0;0
1751442890075;1751442890546;471;stop;50;50;0;0;0;0
1751442890546;1751442891427;881;forward;50;50;1;0;0;1
1751442891427;1751442891925;498;stop;50;50;0;0;0;0
1751442891925;1751442892217;292;forward;50;50;1;0;0;1
1751442892217;1751442892422;205;stop;50;50;0;0;0;0
1751442892422;1751442892714;292;stop;0;50;0;0;0;0
1751442892714;1751442894558;1844;light_left;0;50;1;0;0;1
1751442894558;1751442894684;126;forward;50;50;1;0;0;1
1751442894684;1751442895363;679;stop;50;50;0;0;0;0
1751442895363;1751442895519;156;forward;50;50;1;0;0;1
1751442895519;1751442896526;1007;light_left;0;50;1;0;0;1
1751442896526;1751442896632;106;forward;50;50;1;0;0;1
1751442896632;1751442897166;534;stop;50;50;0;0;0;0
1751442897166;1751442897301;135;forward;50;50;1;0;0;1
1751442897301;1751442897429;128;stop;50;50;0;0;0;0
1751442897429;1751442897762;333;stop;0;50;0;0;0;0
1751442897762;1751442899700;1938;light_left;0;50;1;0;0;1
1751442899700;1751442899806;106;stop;0;50;0;0;0;0
1751442899806;1751442900290;484;stop;50;50;0;0;0;0
1751442900290;1751442900495;205;stop;50;0;0;0;0;0
1751442900495;1751442901163;668;light_right;50;0;1;0;0;1
1751442901163;1751442901278;115;stop;50;0;0;0;0;0
1751442901278;1751442901963;685;stop;50;50;0;0;0;0
1751442901963;1751442902589;626;forward;50;50;1;0;0;1
1751442902589;1751442903134;545;stop;50;50;0;0;0;0
1751442903134;1751442903367;233;forward;50;50;1;0;0;1
1751442903367;1751442903567;200;stop;50;50;0;0;0;0
1751442903567;1751442903964;397;stop;0;50;0;0;0;0
1751442903964;1751442904334;370;light_left;0;50;1;0;0;1
1751442904334;1751442904450;116;stop;0;50;0;0;0;0
1751442904450;1751442905081;631;stop;50;50;0;0;0;0
1751442905081;1751442905445;364;stop;0;50;0;0;0;0
1751442905445;1751442905637;192;light_left;0;50;1;0;0;1
1751442905637;1751442905747;110;stop;0;50;0;0;0;0
1751442905747;1751442906297;550;stop;50;50;0;0;0;0
1751442906297;1751442906765;468;forward;50;50;1;0;0;1
1751442906765;1751442908128;1363;stop;50;50;0;0;0;0
1751442908128;1751442908767;639;sharp_left;50;50;0;1;0;1
1751442908767;1751442909304;537;stop;50;50;0;0;0;0
1751442909304;1751442909535;231;sharp_left;50;50;0;1;0;1
1751442909535;1751442910258;723;stop;50;50;0;0;0;0
1751442910258;1751442910720;462;forward;50;50;1;0;0;1
1751442910720;1751442911057;337;stop;50;50;0;0;0;0
1751442911057;1751442911354;297;stop;0;50;0;0;0;0
1751442911354;1751442911710;356;light_left;0;50;1;0;0;1
1751442911710;1751442911820;110;stop;0;50;0;0;0;0
1751442911820;1751442912689;869;stop;50;50;0;0;0;0
1751442912689;1751442912983;294;forward;50;50;1;0;0;1
1751442912983;1751442913355;372;stop;50;50;0;0;0;0
1751442913355;1751442913718;363;stop;0;50;0;0;0;0
1751442913718;1751442914041;323;light_left;0;50;1;0;0;1
1751442914041;1751442914159;118;stop;0;50;0;0;0;0
1751442914159;1751442914681;522;stop;50;50;0;0;0;0
1751442914681;1751442915281;600;forward;50;50;1;0;0;1
1751442915281;1751442915467;186;stop;50;50;0;0;0;0
1751442915467;1751442915700;233;stop;0;50;0;0;0;0
1751442915700;1751442917464;1764;light_left;0;50;1;0;0;1
1751442917464;1751442917572;108;stop;0;50;0;0;0;0
1751442917572;1751442918069;497;stop;50;50;0;0;0;0
1751442918069;1751442918223;154;stop;50;0;0;0;0;0
1751442918223;1751442918438;215;light_right;50;0;1;0;0;1
1751442918438;1751442918549;111;forward;50;50;1;0;0;1
1751442918549;1751442919296;747;stop;50;50;0;0;0;0
1751442919296;1751442919671;375;forward;50;50;1;0;0;1
1751442919671;1751442919768;97;stop;50;50;0;0;0;0
1751442919768;1751442920132;364;stop;0;50;0;0;0;0
1751442920132;1751442920481;349;light_left;0;50;1;0;0;1
1751442920481;1751442920611;130;stop;0;50;0;0;0;0
1751442920611;1751442921176;565;stop;50;50;0;0;0;0
1751442921176;1751442922192;1016;forward;50;50;1;0;0;1
1751442922192;1751442923338;1146;stop;50;50;0;0;0;0
1751442923338;1751442923609;271;stop;0;50;0;0;0;0
1751442923609;1751442923808;199;stop;50;50;0;0;0;0
1751442923808;1751442924523;715;sharp_left;50;50;0;1;0;1
1751442924523;1751442925119;596;stop;50;50;0;0;0;0
1751442925119;1751442925601;482;forward;50;50;1;0;0;1
1751442925601;1751442925898;297;stop;50;50;0;0;0;0
1751442925898;1751442926069;171;stop;0;50;0;0;0;0
1751442926069;1751442926691;622;light_left;0;50;1;0;0;1
1751442926691;1751442926807;116;stop;0;50;0;0;0;0
1751442926807;1751442927561;754;stop;50;50;0;0;0;0
1751442927561;1751442927869;308;stop;0;50;0;0;0;0
1751442927869;1751442928520;651;light_left;0;50;1;0;0;1
1751442928520;1751442928635;115;forward;50;50;1;0;0;1
1751442928635;1751442929500;865;stop;50;50;0;0;0;0
1751442929500;1751442929892;392;stop;0;50;0;0;0;0
1751442929892;1751442931724;1832;light_left;0;50;1;0;0;1
1751442931724;1751442931836;112;stop;0;50;0;0;0;0
1751442931836;1751442932537;701;stop;50;50;0;0;0;0
1751442932537;1751442933009;472;forward;50;50;1;0;0;1
1751442933009;1751442933412;403;stop;50;50;0;0;0;0
1751442933412;1751442933688;276;stop;50;0;0;0;0;0
1751442933688;1751442934900;1212;light_right;50;0;1;0;0;1
1751442934900;1751442935009;109;stop;50;0;0;0;0;0
1751442935009;1751442935663;654;stop;50;50;0;0;0;0
1751442935663;1751442935915;252;stop;0;50;0;0;0;0
1751442935915;1751442936551;636;light_left;0;50;1;0;0;1
1751442936551;1751442936678;127;forward;50;50;1;0;0;1
1751442936678;1751442937834;1156;stop;50;50;0;0;0;0
1751442937834;1751442938093;259;forward;50;50;1;0;0;1
1751442938093;1751442938261;168;stop;50;50;0;0;0;0
1751442938261;1751442938498;237;stop;0;50;0;0;0;0
1751442938498;1751442939202;704;light_left;0;50;1;0;0;1
1751442939202;1751442939314;112;forward;50;50;1;0;0;1
1751442939314;1751442939965;651;stop;50;50;0;0;0;0
1751442939965;1751442940362;397;forward;50;50;1;0;0;1
1751442940362;1751442940686;324;stop;50;50;0;0;0;0
1751442940686;1751442940914;228;stop;0;50;0;0;0;0
1751442940914;1751442942985;2071;light_left;0;50;1;0;0;1
1751442942985;1751442943098;113;stop;0;50;0;0;0;0
1751442943098;1751442943701;603;stop;50;50;0;0;0;0
1751442943701;1751442944510;809;forward;50;50;1;0;0;1
1751442944510;1751442944804;294;stop;50;50;0;0;0;0
1751442944804;1751442945067;263;forward;50;50;1;0;0;1
1751442945067;1751442945202;135;stop;50;50;0;0;0;0
1751442945202;1751442945478;276;stop;0;50;0;0;0;0
1751442945478;1751442947326;1848;light_left;0;50;1;0;0;1
1751442947326;1751442947445;119;forward;50;50;1;0;0;1
1751442947445;1751442947968;523;stop;50;50;0;0;0;0
1751442947968;1751442948102;134;stop;0;50;0;0;0;0
1751442948102;1751442948202;100;stop;50;50;0;0;0;0
1751442948202;1751442948409;207;stop;0;50;0;0;0;0
1751442948409;1751442948812;403;light_left;0;50;1;0;0;1
1751442948812;1751442948927;115;stop;0;50;0;0;0;0
1751442948927;1751442949713;786;stop;50;50;0;0;0;0
1751442949713;1751442949995;282;stop;50;0;0;0;0;0
1751442949995;1751442950291;296;light_right;50;0;1;0;0;1
1751442950291;1751442950400;109;forward;50;50;1;0;0;1
1751442950400;1751442950979;579;stop;50;50;0;0;0;0
1751442950979;1751442952061;1082;forward;50;50;1;0;0;1
1751442952061;1751442953010;949;stop;50;50;0;0;0;0
1751442953010;1751442953247;237;forward;50;50;1;0;0;1
1751442953247;1751442953433;186;stop;50;50;0;0;0;0
1751442953433;1751442953557;124;stop;0;50;0;0;0;0
1751442953557;1751442955497;1940;light_left;0;50;1;0;0;1
1751442955497;1751442955608;111;stop;0;50;0;0;0;0
1751442955608;1751442956312;704;stop;50;50;0;0;0;0
1751442956312;1751442957035;723;forward;50;50;1;0;0;1
